,id,symbol,price_04-22-21,market_cap_billion(2021),market_cap_rank,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date
2008,crycash,crc,0.102662,0.000494825,2009,2.89,-96.44691,2020-01-28T07:58:46.678Z,0.00413933,2380.16401,2020-12-24T15:39:07.508Z
2009,unibot-cash,undb,630.82,0.000488825,2010,5152.25,-87.75635,2020-10-04T15:04:29.235Z,429.78,46.77717,2020-09-15T13:21:06.111Z
2010,popchain,pch,0.000665,0.000488104,2011,0.085572,-99.22288,2018-06-12T16:09:37.879Z,3.741e-05,1677.60683,2020-12-09T04:23:04.474Z
2011,flux,flux,0.882558,0.000488012,2012,456.44,-99.80674,2020-07-03T12:23:19.296Z,0.354463,148.85696,2021-01-22T01:54:11.640Z
2012,one-cash,onc,0.334666,0.000484926,2014,1634.01,-99.97953,2020-12-31T10:39:07.639Z,0.281883,18.63807,2021-04-25T21:36:13.698Z
2013,chai,chai,1.13,0.000480554,2015,21.89,-94.81946,2021-04-24T04:12:33.099Z,0.45669,148.2994,2020-03-18T08:12:29.934Z
2014,shadow-token,shdw,0.068098,0.000476683,2016,0.324226,-78.99688,2018-10-04T22:35:15.738Z,0.00012131,56035.485,2021-02-15T01:13:53.782Z
2015,saud,saud,0.776384,0.000471031,2017,0.819562,-5.26838,2021-02-22T20:46:23.270Z,0.75198,3.24541,2021-01-15T18:04:23.106Z
2016,mib-coin,mib,0.00637789,0.000469144,2018,0.194987,-96.72907,2018-09-03T09:08:03.241Z,0.00101146,530.56291,2021-02-22T23:29:27.523Z
2017,aeron,arnx,0.00258363,0.000468175,2019,9.26,-99.97215,2018-01-05T00:00:00.000Z,0.00148579,73.64504,2021-01-04T11:18:40.877Z
2018,abcc-token,at,0.01007398,0.000460098,2020,3.65,-99.72427,2018-08-03T23:32:20.585Z,0.00390197,158.17664,2020-04-20T09:09:40.802Z
2019,blocktix,tix,0.01010138,0.000457497,2021,2.31,-99.56199,2018-01-06T00:00:00.000Z,0.00036594,2660.37227,2020-07-19T18:20:35.695Z
2020,truckcoin,trk,0.00136863,0.000453239,2022,0.04746538,-97.11658,2019-04-25T14:30:05.698Z,3e-07,462739.01427,2019-07-19T00:00:00.000Z
2021,glox-finance,glox,103.06,0.000452459,2023,1032.71,-90.0205,2020-12-08T03:41:19.653Z,67.26,53.22117,2021-04-22T02:03:15.912Z
2022,wiki-token,wiki,1.7,0.000452325,2024,3.15,-46.06855,2021-02-19T06:15:00.893Z,0.161715,950.74723,2019-12-29T10:25:27.664Z
2023,tcash,tcash,0.01199917,0.000442108,2025,0.167864,-92.66913,2019-09-09T16:24:56.672Z,0.00112184,996.94103,2020-10-07T12:39:11.663Z
2024,devery,eve,0.00696808,0.000438421,2028,0.352123,-98.03415,2018-05-05T10:52:56.601Z,0.00026971,2466.52927,2019-12-29T16:42:57.952Z
2025,metamorph,metm,0.00290962,0.000437796,2026,0.03054301,-90.47369,2018-10-08T23:05:35.338Z,6.754e-05,4207.99132,2020-12-25T00:59:06.389Z
2026,idex-membership,idxm,218.69,0.000437373,2027,8552.8,-97.4431,2018-01-27T00:00:00.000Z,41.69,424.52743,2020-10-23T10:46:25.908Z
2027,tornadocore,tcore,72.41,0.000434324,2029,477.13,-84.82857,2021-02-19T14:09:03.628Z,39.14,84.93529,2021-01-21T12:34:53.963Z
2028,daiquilibrium,daiq,0.03815589,0.000433788,2030,4.28,-99.10887,2021-01-12T02:39:22.001Z,0.02442434,56.22075,2021-04-25T19:59:58.539Z
2029,phoneum,pht,0.0003806,0.000430072,2036,0.00260076,-85.56569,2021-04-05T06:43:39.203Z,7.99e-06,4596.70273,2020-08-03T01:48:55.051Z
2030,ties-network,tie,0.01050934,0.000429002,2031,0.707717,-98.51504,2018-01-14T00:00:00.000Z,0.00049201,2035.98737,2020-12-04T07:32:24.828Z
2031,goldmint,mntp,0.237952,0.000428471,2033,7.12,-96.65816,2019-09-08T01:02:26.548Z,0.00567772,4090.97937,2021-01-03T09:38:37.139Z
2032,pluracoin,plura,0.00053279,0.000428451,2032,0.00531768,-89.97683,2018-04-09T08:29:11.958Z,1.54e-06,34499.43437,2020-02-08T20:25:38.873Z
2033,safecapital,scap,0.072365,0.000426313,2034,8.31,-99.10334,2019-11-21T11:07:57.383Z,0.01335217,457.94482,2021-03-22T10:20:34.906Z
2034,aquariuscoin,arco,0.123882,0.000424225,2035,1.64,-92.46211,2018-04-18T14:09:44.321Z,6.274e-05,197350.2368,2019-09-28T00:00:00.000Z
2035,crowd-machine,cmct,0.00027091,0.000424194,2037,0.091786,-99.70484,2018-06-19T17:31:20.475Z,7.89e-06,3334.81972,2018-11-28T00:00:00.000Z
2036,bring,nor,0.0209382,0.000424058,2038,0.080147,-73.91359,2019-05-16T08:41:59.836Z,0.00048935,4172.5034,2020-08-23T18:23:57.001Z
2037,spindle,spd,0.00015192,0.000419942,2039,0.04047041,-99.6275,2018-05-31T09:25:44.950Z,1.761e-05,756.22974,2020-04-01T16:54:58.092Z
2038,rentberry,berry,0.00138181,0.000416579,2040,0.115481,-98.80343,2018-04-28T11:35:00.848Z,9.107e-05,1417.37446,2020-03-13T02:14:37.658Z
2039,blockcloud,bloc,0.00062292,0.000414244,2075,0.087461,-99.36157,2019-04-11T03:09:55.834Z,2.475e-05,2156.16193,2021-01-05T04:03:12.899Z
2040,renbch,renbch,817.73,0.000412964,2041,1171.8,-30.21628,2021-04-17T06:31:17.792Z,96.95,743.40993,2020-09-26T16:45:12.084Z
2041,stipend,spd,0.03584133,0.000412938,2042,2.13,-98.31996,2018-05-11T14:25:33.165Z,0.00020236,17611.85167,2020-04-10T15:34:47.780Z
2042,kerman,kerman,0.074818,0.000410391,2043,1.8,-95.85257,2020-09-02T21:03:44.050Z,0.00148396,4941.76146,2021-03-14T08:18:33.134Z
2043,flypme,fyp,0.02423247,0.000410307,2044,2.65,-99.08607,2018-01-24T00:00:00.000Z,8e-08,28642575.52975,2018-12-17T00:00:00.000Z
2044,switch,esh,0.03558468,0.000409498,2045,2.55,-98.60867,2020-05-17T15:13:57.043Z,0.00270431,1214.14252,2019-09-26T00:00:00.000Z
2045,swiss-finance,swiss,87.85,0.000407856,2046,405.95,-78.36003,2020-12-01T11:17:08.234Z,47.93,83.29928,2021-03-21T12:09:43.234Z
2046,mybit-token,myb,0.0022514,0.000405248,2048,15.16,-99.98521,2018-01-14T00:00:00.000Z,0.00017197,1204.47119,2020-04-14T22:04:51.926Z
2047,eska,esk,0.01555048,0.000404338,2047,48.44,-99.96791,2019-10-04T12:44:52.518Z,0.00053723,2793.06794,2020-12-27T16:49:56.506Z
2048,stronghands-masternode,shmn,0.137983,0.000403471,2049,6.42,-97.85133,2019-08-27T08:51:04.142Z,9.509e-05,145007.41449,2020-07-24T13:59:02.451Z
2049,almace-shards,almx,40.23,0.000402333,2050,84.87,-52.59666,2021-03-15T21:37:07.135Z,1.53,2532.86255,2020-09-13T19:22:01.253Z
2050,seos,seos,5.43,0.000401495,2051,8.16,-33.50684,2021-04-14T03:38:36.615Z,2.35,130.97618,2021-01-11T17:09:51.463Z
2051,x8-project,x8x,0.00511957,0.000397205,2053,0.0492958,-89.66601,2018-08-11T08:58:52.173Z,0.00044614,1041.85266,2021-02-11T02:51:58.291Z
2052,ethanol,enol,95.34,0.000396939,2052,1080.43,-91.17556,2021-02-10T11:59:51.059Z,59.54,60.12235,2020-11-28T00:38:23.942Z
2053,algovest,avs,0.667344,0.000394945,2054,1.51,-55.78256,2021-02-04T19:10:14.740Z,0.201582,231.05335,2021-03-08T21:32:52.877Z
2054,truedeck,tdp,0.00983447,0.000393379,2056,1.27,-99.22643,2018-11-18T20:00:59.733Z,0.00102065,863.55042,2021-01-24T13:55:00.522Z
2055,aegis,ags,0.093856,0.000391365,2057,1.48,-93.63163,2020-09-08T07:09:27.706Z,0.03925274,139.43826,2021-03-05T13:19:06.027Z
2056,capital-finance,cap,6.65,0.000390982,2058,20.2,-67.09107,2020-12-14T09:59:28.252Z,0.515095,1190.38802,2021-02-06T05:53:13.273Z
2057,aced,aced,0.0053814,0.000390081,2059,0.45632,-98.8215,2018-07-19T19:45:29.192Z,1e-06,536119.14604,2020-01-29T22:04:52.577Z
2058,kanadecoin,kndc,7.496e-05,0.000388694,2060,0.00163988,-95.42912,2019-04-03T03:12:33.755Z,1.78e-06,4119.21879,2019-10-09T00:00:00.000Z
2059,darkpaycoin,d4rk,0.056779,0.000387493,2061,0.226217,-74.90042,2018-11-07T19:23:07.022Z,0.00163278,3377.47086,2019-06-24T00:00:00.000Z
2060,asian-dragon,ad,0.00077088,0.000385441,2062,0.00890022,-91.33863,2019-08-04T15:54:56.056Z,9.26e-06,8221.14835,2019-11-13T06:15:04.511Z
2061,unicly-genesis-collection,uunicly,0.379991,0.000379991,2063,1.46,-74.02411,2021-04-21T10:36:06.908Z,0.127753,197.44192,2021-04-20T17:28:53.091Z
2062,bithereum,bth,0.01228877,0.000379551,2064,1.17,-98.94723,2019-01-24T22:15:07.624Z,0.00017822,6795.23202,2019-01-16T00:00:00.000Z
2063,topb,topb,0.01342073,0.00037942,2065,0.03430604,-60.43608,2018-10-26T10:51:35.081Z,0.00340406,298.7239,2021-03-05T12:23:35.484Z
2064,fudfinance,fud,16.11,0.000376813,2066,96.63,-83.3303,2020-10-11T12:55:12.119Z,9.1,77.10038,2021-01-28T20:45:15.878Z
2065,wrapped-cryptokitties,wck,5.75,0.000376675,2067,24.46,-76.486,2020-09-23T06:44:53.095Z,0.107019,5275.24297,2020-03-13T00:55:15.200Z
2066,steepcoin,steep,0.00053595,0.000374794,2068,0.04658011,-98.8494,2020-12-23T05:08:51.488Z,2.192e-05,2345.24792,2020-12-23T22:16:15.918Z
2067,birdchain,bird,0.0021504,0.000373429,2069,0.03819945,-94.37061,2020-01-10T12:09:37.781Z,1.343e-05,15917.73186,2020-07-02T16:49:36.993Z
2068,oreo,ore,0.00542044,0.000373056,2070,0.04974129,-89.09037,2021-03-19T14:19:34.931Z,0.00100997,437.3017,2021-04-19T02:52:09.175Z
2069,parkgene,gene,0.00128362,0.000372757,2072,0.04031787,-96.81821,2018-07-22T01:57:24.748Z,2.681e-05,4685.40981,2020-03-28T18:02:33.522Z
2070,giga-watt-token,wtt,0.058381,0.000372724,2071,6.92,-99.15639,2018-05-03T04:15:36.783Z,0.00098915,5802.16363,2019-10-23T00:00:00.000Z
2071,krypton-token,kgc,0.00041849,0.000372374,2073,0.00544416,-92.33325,2019-08-02T13:47:52.943Z,0.00010788,286.88486,2020-11-26T07:37:57.923Z
2072,safeinsure,sins,0.01798802,0.000371407,2074,6.93,-99.74078,2019-06-02T12:53:25.763Z,0.00513592,250.00003,2021-04-20T02:13:42.545Z
2073,jetcoin,jet,0.0378663,0.000369879,2076,0.504004,-92.5096,2018-04-22T11:47:59.614Z,0.00116226,3148.15182,2020-04-29T01:39:19.535Z
2074,iridium,ird,0.01498631,0.000367779,2077,0.04886845,-67.22497,2021-04-23T19:37:32.331Z,0.00031655,4959.71459,2021-01-27T08:18:08.917Z
2075,insanecoin,insn,0.01449568,0.000367631,2055,0.491595,-96.83374,2018-01-12T00:00:00.000Z,2.293e-05,67789.99959,2017-05-23T00:00:00.000Z
2076,ormeuscoin,orme,0.02154833,0.000366953,2078,3.28,-99.34793,2018-01-15T00:00:00.000Z,0.00198018,981.63664,2020-04-02T20:34:05.915Z
2077,quantis,quan,0.0005365,0.000364256,2079,1.16,-99.95365,2018-06-27T05:55:47.668Z,4.589e-05,1069.03387,2020-03-16T10:29:42.279Z
2078,energo,tsl,0.00062499,0.000363905,2080,0.250465,-99.75029,2018-01-09T00:00:00.000Z,4.342e-05,1340.49024,2020-10-17T09:06:56.131Z
2079,knoxfs,kfx,0.909465,0.000355458,2081,5.31,-82.87172,2020-12-26T23:19:45.661Z,4.88e-06,18652199.71923,2020-08-05T22:59:52.339Z
2080,amazonacoin,amz,0.00053401,0.000355157,2082,0.066849,-99.20116,2020-07-19T23:50:03.732Z,0.00014379,271.3963,2020-10-30T12:15:09.643Z
2081,dws,dws,0.00117853,0.000353559,2084,1.57,-99.92536,2018-07-11T04:22:17.937Z,1.354e-05,8568.86639,2020-05-03T10:01:58.970Z
2082,keep4r,kp4r,8.35,0.000351989,2085,74.68,-88.88796,2020-11-03T23:39:09.816Z,4.8,72.79464,2021-03-05T02:16:49.513Z
2083,adzcoin,adz,0.00533634,0.000351814,2086,0.161113,-96.68783,2016-03-26T00:00:00.000Z,0.00013924,3732.38876,2020-05-29T11:27:17.890Z
2084,bezop,bez,0.00628571,0.00035001,2083,0.242574,-97.37661,2018-05-28T14:19:35.728Z,0.00048357,1215.97021,2020-04-10T22:19:27.295Z
2085,imagecoin,img,0.03148894,0.000347527,2089,0.935508,-96.67447,2019-07-20T05:15:17.865Z,6.312e-05,49190.18787,2018-10-30T00:00:00.000Z
2086,netkoin,ntk,7.469e-05,0.000346565,2087,0.00200464,-96.27425,2020-04-20T10:11:00.168Z,2.6e-06,2772.22772,2020-04-03T01:38:46.746Z
2087,vegawallet-token,vgw,0.01383649,0.000345488,2088,1.0,-98.6207,2019-12-13T20:04:30.722Z,0.0010705,1192.52218,2020-05-17T14:25:34.640Z
2088,popularcoin,pop,8.077e-05,0.000335724,2091,0.00274815,-97.06109,2021-03-27T01:08:47.130Z,9.2e-07,8680.33689,2019-12-06T08:39:19.879Z
2089,unicly-chris-mccann-collection,ucm,0.332872,0.000332872,2092,0.389409,-14.51861,2021-04-21T20:42:26.727Z,0.234802,41.76714,2021-04-21T07:39:23.244Z
2090,atheneum,aem,0.01019471,0.000332361,2093,0.195719,-94.79114,2019-06-27T01:19:14.514Z,8.396e-05,12041.73314,2020-11-19T16:06:15.947Z
2091,neutron,ntrn,0.00672203,0.000330748,2094,1.01,-99.33369,2018-01-15T00:00:00.000Z,5.23e-06,128318.45794,2020-08-27T19:44:11.086Z
2092,bitmoney,bit,0.00048863,0.00032815,2095,0.052202,-99.06396,2018-11-11T00:40:40.816Z,6.53e-06,7378.155,2020-04-01T23:00:49.899Z
2093,ctc,c2c,0.0010892,0.000326761,2096,0.162376,-99.32921,2018-08-07T14:29:32.222Z,2.4e-07,449890.78549,2019-05-30T00:00:00.000Z
2094,micromoney,amm,0.01857617,0.000325695,2013,2.43,-98.86011,2018-01-09T00:00:00.000Z,0.0019759,1301.35072,2020-03-16T10:24:40.376Z
2095,yui-hinata,yui,18.09,0.000325216,2097,87.37,-79.24574,2021-03-05T04:49:46.055Z,2.11,759.99897,2021-01-16T06:09:06.054Z
2096,tigercash,tch,0.01862371,0.00032377,2099,0.081385,-77.2902,2018-07-18T03:12:42.832Z,0.00483103,282.57635,2020-09-15T05:44:44.868Z
2097,maverick-chain,mvc,0.00360503,0.00032199,2098,0.200646,-98.20329,2018-03-04T21:24:13.662Z,0.00053476,574.13331,2020-11-29T07:59:28.134Z
2098,synlev,syn,0.01475388,0.000321075,2100,1.13,-98.69605,2020-12-12T18:50:04.529Z,0.0065672,124.6603,2021-04-03T13:47:26.047Z
2099,solarcoin,slr,0.00495237,0.000320947,2101,2.88,-99.82792,2018-05-04T00:00:00.000Z,1.28e-06,386963.76275,2020-10-02T04:37:37.081Z
2100,panda-yield,bboo,0.368188,0.000319776,2102,25.37,-98.55139,2021-01-28T04:48:43.867Z,0.01380367,2562.76195,2021-02-08T16:51:11.646Z
2101,flashx-ultra,fsxu,0.00201397,0.000317436,2103,0.0049781,-59.57977,2021-03-17T15:48:37.988Z,0.00118193,70.243,2021-03-05T06:28:34.885Z
2102,cxn-network,CXN,0.00231043,0.000313511,2104,0.02195681,-89.4774,2020-10-03T22:45:17.521Z,0.00203547,13.50809,2021-03-25T21:09:32.198Z
2103,foresight,fors,0.02292209,0.000306192,2105,0.281141,-91.84675,2021-03-24T11:45:58.124Z,0.01323554,73.18588,2021-02-23T22:39:33.122Z
2104,boutspro,bouts,0.00626631,0.000304638,2106,0.0311013,-79.86581,2018-07-23T15:32:00.981Z,0.00022495,2683.78368,2020-12-25T23:36:34.539Z
2105,my-crypto-play,mcp,0.03330584,0.000302614,2107,0.383189,-91.30824,2021-01-11T00:34:44.971Z,0.02892043,15.16371,2021-04-23T08:25:09.766Z
2106,paws-funds,paws,0.057513,0.000302301,2108,4.72,-98.78147,2018-10-31T03:47:09.820Z,0.00057827,9845.58251,2020-03-14T10:24:28.445Z
2107,traxia,tmt,0.00063401,0.000302067,2109,0.04701167,-98.65263,2018-06-15T01:27:31.127Z,8.71e-06,7170.41023,2020-05-04T10:14:34.959Z
2108,kryptokrona,xkr,0.00107281,0.000300407,2110,0.292784,-99.63358,2020-11-23T21:41:18.787Z,0.0001179,809.90404,2020-12-18T15:11:45.830Z
2109,netko,netko,0.02415946,0.000299478,2511,1.0,-99.77352,2021-04-02T03:11:52.541Z,0.00034629,555.53181,2020-11-24T00:32:45.140Z
2110,elevate,ele,0.068086,0.000298896,2111,1.2,-94.32593,2021-03-13T07:44:34.619Z,0.05257,29.51443,2021-04-14T02:34:51.397Z
2111,worldcore,wrc,0.00166528,0.000296591,2112,0.467793,-99.64401,2018-01-08T00:00:00.000Z,3.485e-05,4679.01622,2019-11-07T07:34:11.948Z
2112,profile-utility-token,put,0.00518402,0.000292182,2113,2.6,-99.80083,2018-01-30T00:05:15.352Z,1.634e-05,31620.29005,2019-12-03T08:39:12.085Z
2113,kubocoin,kubo,3.28e-06,0.000288569,2114,6.143e-05,-94.70283,2021-04-16T07:34:41.100Z,3e-08,9771.15117,2020-02-27T19:39:57.003Z
2114,wandx,wand,0.01798586,0.000288013,2115,0.270207,-93.37653,2018-04-23T15:19:53.026Z,0.00171484,943.65604,2020-06-29T13:51:45.889Z
2115,rebased,reb2,1.6,0.000286388,2116,1.6,0.0,2021-04-19T06:06:42.176Z,0.124546,1188.19322,2020-11-14T17:15:35.460Z
2116,moneybyte,mon,0.04708333,0.000286126,2117,0.686511,-93.14165,2020-11-26T15:45:11.689Z,0.00059156,7859.20535,2020-03-14T14:49:56.926Z
2117,thingschain,tic,1.095e-05,0.000284687,2118,0.00068208,-98.39644,2018-08-29T11:51:22.661Z,2.8e-07,3853.80321,2020-09-01T06:34:08.833Z
2118,interfinex-bills,ifex,0.00025827,0.000283942,2119,0.00264737,-90.24498,2020-12-11T14:37:39.114Z,5.25e-05,391.92469,2021-01-15T21:25:23.383Z
2119,privcy,priv,0.00902444,0.000283483,2120,0.264086,-96.58277,2018-06-12T20:28:52.770Z,4.11e-06,219727.64779,2020-04-07T15:19:41.568Z
2120,eurocoinpay,ecte,0.063248,0.000282007,2121,0.492463,-87.15688,2020-08-12T10:29:50.413Z,9.998e-05,63162.42785,2020-09-12T10:03:44.387Z
2121,coinus,cnus,0.00044778,0.000281949,2122,2.55,-99.98241,2019-01-21T16:55:17.468Z,8.806e-05,408.47332,2021-03-09T22:52:34.898Z
2122,cargo-gems,gem,0.06206,0.000281399,2123,0.923137,-93.27732,2020-10-15T08:17:32.989Z,0.03112552,99.38463,2020-12-30T15:23:43.418Z
2123,emerald-crypto,emd,0.01415759,0.000279496,2124,0.392394,-96.39199,2021-04-14T03:28:18.617Z,4.318e-05,32683.94438,2020-12-07T02:43:38.199Z
2124,intervalue,inve,0.00206609,0.000278923,2125,0.04889976,-95.77485,2021-04-10T18:26:59.423Z,4.9e-05,4116.13981,2020-11-29T02:13:58.262Z
2125,armours,arm,0.00059724,0.000278288,2126,0.00528158,-88.22792,2019-09-27T09:43:37.832Z,7.49e-06,8203.36335,2020-12-30T20:08:50.747Z
2126,obr,obr,200.32,0.000277685,2127,925.95,-78.38165,2021-02-15T01:07:59.254Z,55.83,258.53779,2021-02-02T12:09:30.433Z
2127,nft-rehab,rehab,55.1,0.000275479,2128,633.77,-91.30666,2021-03-09T23:54:46.916Z,48.59,13.38685,2021-04-25T20:53:30.061Z
2128,ezoow,ezw,2.072e-05,0.000274295,2129,0.00055096,-96.23994,2021-03-23T12:42:56.057Z,1.1e-07,17977.80146,2020-01-03T04:27:48.493Z
2129,hondaiscoin,hndc,5.36e-06,0.000272835,2130,0.00013031,-95.88697,2019-07-10T02:41:40.922Z,2e-08,29279.20456,2019-10-31T03:13:57.197Z
2130,spacecoin,space,0.00942662,0.000272517,2131,1.67,-99.43505,2018-10-05T22:22:12.623Z,2.239e-05,42006.50834,2019-03-23T00:00:00.000Z
2131,digital-money-bits,dmb,0.00197649,0.000270416,2132,0.02307583,-91.43481,2018-07-03T03:32:29.164Z,7.3e-07,269876.89686,2019-10-26T17:49:17.374Z
2132,naruto-bsc,naruto2,0.03335847,0.000266446,2133,0.21686,-84.61751,2021-03-09T21:04:07.314Z,0.02591585,28.71838,2021-02-27T16:08:52.525Z
2133,quinads,quin,1.865e-05,0.000266434,2134,0.00011678,-84.03965,2020-08-01T16:45:44.953Z,9e-07,1962.67778,2020-03-28T18:00:45.891Z
2134,medibit,medibit,1.073e-05,0.000262621,2135,9.909e-05,-89.17855,2018-11-14T14:17:06.529Z,4.9e-07,2102.40001,2021-01-15T13:52:30.273Z
2135,bitcoin-token,btct,0.01843884,0.000261446,2136,5.28,-99.6511,2020-09-03T23:24:37.824Z,0.0,1304717978.36427,2020-12-26T04:21:20.670Z
2136,italian-lira,itl,1.073e-05,0.000261336,2137,0.074324,-99.98557,2018-04-03T08:31:22.225Z,2.6e-07,3977.31943,2020-03-13T02:27:46.966Z
2137,freedom-reserve,fr,0.00371028,0.000260785,2138,0.01160879,-68.03903,2021-03-17T23:36:34.756Z,0.00066712,456.1615,2020-12-10T08:38:49.671Z
2138,ellaism,ella,0.00589634,0.000260779,2139,4.05,-99.85453,2018-01-09T00:00:00.000Z,0.00035237,1573.32373,2019-11-08T19:50:40.495Z
2139,sergs,sergs,0.309023,0.000260571,2140,1.03,-69.96316,2021-04-06T19:21:22.330Z,0.107239,188.16408,2021-01-27T14:41:20.756Z
2140,dogeyield,dogy,0.00027401,0.000259823,2141,0.01508199,-98.18645,2021-04-12T17:03:43.583Z,2.641e-05,935.58976,2021-04-12T09:15:55.930Z
2141,fryworld,fries,7.0,0.000258248,2142,933.92,-99.24996,2020-10-21T13:17:29.549Z,6.57,6.61336,2021-04-24T17:28:24.450Z
2142,2give,2give,0.00048822,0.000257506,2143,0.04998,-99.02317,2017-12-25T00:00:00.000Z,7.35e-06,6544.09103,2019-11-05T08:12:39.391Z
2143,yearn-finance-bit,yfbt,57.13,0.000257077,2144,800.23,-92.86101,2020-10-01T01:13:26.295Z,2.64,2066.70619,2021-03-21T18:24:18.687Z
2144,bitwhite,btw,0.00399973,0.00025674,2145,0.480577,-99.16772,2018-02-02T00:05:31.308Z,0.00020717,1830.6474,2020-03-16T21:17:36.381Z
2145,skincoin,skin,0.00279119,0.000256613,2146,0.165118,-98.30958,2018-04-25T04:30:26.037Z,0.00019992,1296.18881,2020-03-13T02:19:58.169Z
2146,synergy,snrg,0.052233,0.000256225,2147,7.2,-99.27505,2018-01-07T00:00:00.000Z,0.00157868,3208.61912,2019-03-08T00:00:00.000Z
2147,gems-2,gem,0.00037058,0.000256054,2148,0.03146888,-98.8224,2018-04-26T14:22:58.461Z,2.379e-05,1457.94779,2020-05-14T03:25:27.901Z
2148,vslice,vsl,0.003029,0.000251433,2150,6.44,-99.95293,2018-11-10T04:06:29.848Z,1.532e-05,19673.72667,2020-10-27T11:20:38.544Z
2149,wrapped-virgin-gen-0-cryptokitties,wvg0,517.24,0.000250863,2151,1315.34,-60.67624,2021-03-14T15:16:55.980Z,84.94,508.96554,2020-11-03T04:57:32.559Z
2150,wrapped-filecoin,wfil,149.71,0.000248969,2152,181.77,-17.63565,2020-11-29T16:12:52.124Z,22.36,569.47381,2021-01-03T01:32:20.956Z
2151,giant,gic,0.02728702,0.000248579,2153,10.17,-99.7317,2018-07-09T23:47:05.712Z,0.00327537,733.09804,2020-04-07T20:33:27.571Z
2152,ecoin-2,ecoin,0.00159308,0.000247399,2154,0.0078664,-79.76458,2021-02-05T21:32:56.777Z,0.00013851,1049.23053,2020-06-03T00:07:28.658Z
2153,monster-cash-share,mss,7.5,0.000247035,2155,1781.78,-99.5794,2021-02-07T01:48:39.014Z,4.93,51.9048,2021-04-24T18:11:06.797Z
2154,savedroid,svd,8.102e-05,0.000244964,2156,0.00216036,-96.25336,2018-08-15T15:40:51.298Z,1.981e-05,308.68277,2020-11-01T04:39:39.990Z
2155,yffi-finance,yffi,4.43,0.000243273,2157,671.79,-99.34239,2020-08-01T14:01:29.128Z,0.051761,8434.83326,2020-08-13T09:28:44.110Z
2156,verify,cred,0.01554742,0.000241292,2158,4.76,-99.6734,2018-01-09T00:00:00.000Z,0.00025516,5993.29157,2020-01-24T02:59:36.451Z
2157,linkcoin-token,lkn,0.0008934,0.000239981,2159,0.03148638,-97.17374,2020-08-07T23:26:55.968Z,0.00015756,464.80411,2020-03-13T02:24:42.317Z
2158,civitas,civ,0.02949229,0.000237366,2160,4.04,-99.26946,2018-04-21T00:22:15.004Z,0.00192825,1430.25992,2020-07-21T04:48:19.633Z
2159,skull-candy-shards,candy,2.75,0.000234723,2161,20.76,-86.77511,2021-03-18T17:26:21.024Z,0.286147,859.37028,2020-12-16T01:37:58.439Z
2160,scex,scex,9056.82,0.000233927,2162,10145.57,-10.73134,2021-04-12T20:39:19.150Z,751.08,1105.83741,2020-07-16T13:48:02.780Z
2161,rare,rare,0.0400353,0.00023345,2163,0.094358,-57.57084,2021-02-20T13:29:16.820Z,0.00960874,316.65519,2021-03-14T07:48:14.281Z
2162,lanacoin,lana,0.00010953,0.000233219,2164,0.00304298,-96.40061,2018-01-24T00:00:00.000Z,0.0,5599790.06296,2020-08-25T08:33:39.674Z
2163,fortuna,fota,0.00069598,0.000232495,2165,0.11772,-99.40879,2018-02-18T00:00:00.000Z,0.00016031,334.14739,2021-03-11T01:13:43.335Z
2164,mvg-token,IUT,0.00250175,0.000232222,2166,0.064802,-96.13939,2020-10-29T21:21:18.704Z,1.832e-05,13553.50463,2020-07-18T12:08:11.775Z
2165,yenten,ytn,0.00547617,0.000231824,2167,1.34,-99.59205,2018-01-07T00:00:00.000Z,1.6e-07,3364245.98394,2018-12-30T00:00:00.000Z
2166,fiscus-fyi,ffyi,4.48,0.000230799,2168,33.4,-86.59804,2021-03-17T07:17:19.490Z,0.115959,3759.65189,2021-02-08T04:44:38.180Z
2167,genix,genix,0.00214183,0.00022991,2169,0.01001297,-78.60948,2019-04-06T05:22:58.075Z,4e-07,534909.6967,2020-12-26T21:47:12.017Z
2168,harrison-first,FIRST,0.04492907,0.000228397,2170,0.079431,-43.43638,2021-04-21T02:37:07.677Z,0.0009916,4430.94489,2021-03-14T07:39:46.460Z
2169,crystal-token,cyl,0.01155173,0.000225259,2171,1.21,-99.04637,2018-10-14T17:19:56.873Z,0.00082785,1295.39393,2019-05-31T00:00:00.000Z
2170,token-kennel,kennel,0.0467812,0.000223744,2172,0.075116,-37.72145,2021-04-21T06:51:54.616Z,0.03538197,32.21761,2021-04-18T13:08:44.958Z
2171,porkchop,chop,0.01230752,0.000223268,2173,0.097373,-87.36049,2020-08-19T03:19:48.721Z,0.0029565,316.28715,2020-11-19T09:48:25.121Z
2172,truegame,tgame,0.00256318,0.000222108,2174,0.03573746,-92.82974,2018-07-20T12:04:29.982Z,0.00044501,475.82162,2020-12-31T13:09:03.095Z
2173,karma-dao,karma,0.04473583,0.000221873,2175,20.94,-99.78665,2020-08-10T04:21:45.905Z,0.01352682,230.26112,2021-03-15T09:47:32.108Z
2174,2acoin,arms,0.0300651,0.000219877,2176,0.099614,-71.97917,2019-11-19T03:02:59.361Z,0.00012179,22819.13831,2019-04-13T00:00:00.000Z
